hour,day_of_week,month,rush_intensity,time_of_day,season,day_type,traffic_volume,avg_speed,travel_time,vol_speed_ratio,temp_celsius,rain_1h,snow_1h,clouds_all,weather_encoded,bad_weather,congestion_level
14,6,10,1,1,3,2,4358,51.2,42.6,83.487,10.94,0.0,0.0,93,4,1,1
14,6,10,1,1,3,2,4358,42.7,44.8,99.725,10.94,0.0,0.0,93,2,1,1
14,6,10,1,1,3,2,4358,52.8,41.6,81.004,10.94,0.0,0.0,93,2,1,1
15,6,10,1,1,3,2,4342,40.7,43.2,104.125,11.4,0.0,0.0,93,4,1,1
15,6,10,1,1,3,2,4342,46.1,42.4,92.187,11.4,0.0,0.0,93,2,1,1
16,6,10,2,1,3,2,4234,49.4,41.0,84.008,11.53,0.0,0.0,93,4,1,1
17,6,10,2,2,3,2,4271,48.1,40.5,86.986,11.49,0.0,0.0,93,2,1,1
17,6,10,2,2,3,2,4271,45.4,40.1,92.047,11.49,0.0,0.0,93,4,1,1
18,6,10,2,2,3,2,4080,48.6,46.5,82.258,11.25,0.0,0.0,93,4,1,1
19,6,10,0,2,3,2,3453,54.0,34.2,62.782,11.02,0.0,0.0,93,4,1,1
20,6,10,0,2,3,2,2718,61.1,30.7,43.768,10.88,0.0,0.0,93,4,1,1
21,6,10,0,3,3,2,2439,68.2,32.7,35.246,10.43,0.0,0.0,93,4,1,0
22,6,10,0,3,3,2,1819,72.9,29.5,24.614,9.89,0.0,0.0,93,4,1,0
23,6,10,0,3,3,2,1002,77.9,25.9,12.7,8.8,0.0,0.0,93,4,1,0
23,6,10,0,3,3,2,1002,82.7,23.3,11.971,8.8,0.0,0.0,93,4,1,0
0,0,10,0,3,3,2,542,85.5,20.7,6.266,8.46,0.0,0.0,93,4,1,0
0,0,10,0,3,3,2,542,87.0,22.1,6.159,8.46,0.0,0.0,93,4,1,0
1,0,10,0,3,3,2,303,88.9,23.3,3.37,8.42,0.0,0.0,85,4,1,0
2,0,10,0,3,3,2,239,85.1,19.2,2.776,8.27,0.0,0.0,85,4,1,0
3,0,10,0,3,3,2,335,85.0,22.0,3.895,8.14,0.0,0.0,85,4,1,0
3,0,10,0,3,3,2,335,88.9,20.7,3.726,8.14,0.0,0.0,85,4,1,0
4,0,10,0,3,3,2,810,83.7,21.0,9.563,7.87,0.0,0.0,85,4,1,0
4,0,10,0,3,3,2,810,81.8,21.5,9.783,7.87,0.0,0.0,85,4,1,0
5,0,10,0,0,3,2,2606,64.3,34.9,39.908,7.67,0.0,0.0,85,4,1,1
5,0,10,0,0,3,2,2606,67.8,31.8,37.878,7.67,0.0,0.0,85,4,1,1
6,0,10,0,0,3,2,5714,31.1,51.1,178.006,7.24,0.0,0.0,85,4,1,2
7,0,10,2,0,3,2,6798,23.7,53.9,275.223,7.04,0.0,0.0,100,4,1,2
8,0,10,2,0,3,2,6114,28.3,47.8,208.669,6.67,0.0,0.0,100,4,1,2
9,0,10,2,0,3,2,5094,38.4,46.4,129.289,6.6,0.0,0.0,100,4,1,2
10,0,10,1,0,3,2,4473,48.6,40.8,90.181,6.92,0.0,0.0,100,4,1,1
11,0,10,1,0,3,2,4529,47.2,41.9,93.963,7.17,0.0,0.0,90,1,0,2
12,0,10,0,1,3,2,4823,44.2,46.4,106.704,8.57,0.0,0.0,100,0,0,2
13,0,10,0,1,3,2,4872,45.2,41.8,105.455,10.86,0.0,0.0,40,1,0,2
14,0,10,1,1,3,2,5238,37.7,45.3,135.349,12.73,0.0,0.0,1,0,0,2
15,0,10,1,1,3,2,5584,36.2,45.8,150.108,13.72,0.0,0.0,1,0,0,2
16,0,10,2,1,3,2,6246,26.6,48.8,226.304,14.45,0.0,0.0,20,1,0,2
17,0,10,2,2,3,2,5957,31.4,48.8,183.858,14.12,0.0,0.0,20,1,0,2
18,0,10,2,2,3,2,4535,44.3,41.0,100.11,13.03,0.0,0.0,20,1,0,2
19,0,10,0,2,3,2,3234,58.0,35.6,54.814,12.05,0.0,0.0,75,1,0,1
20,0,10,0,2,3,2,2677,65.0,34.7,40.561,11.53,0.0,0.0,75,1,0,1
21,0,10,0,3,3,2,2077,66.8,28.9,30.634,11.34,0.0,0.0,90,1,0,0
22,0,10,0,3,3,2,1380,82.5,24.0,16.527,10.39,0.0,0.0,20,1,0,0
23,0,10,0,3,3,2,927,77.7,25.9,11.779,9.18,0.0,0.0,75,1,0,0
0,1,10,0,3,3,2,500,81.4,21.0,6.068,8.06,0.0,0.0,20,1,0,0
1,1,10,0,3,3,2,324,90.2,25.3,3.553,6.72,0.0,0.0,1,0,0,0
2,1,10,0,3,3,2,257,89.8,20.5,2.83,5.78,0.0,0.0,1,0,0,0
3,1,10,0,3,3,2,354,88.3,21.5,3.964,4.76,0.0,0.0,1,0,0,0
4,1,10,0,3,3,2,769,84.2,19.2,9.026,4.06,0.0,0.0,1,0,0,0
5,1,10,0,0,3,2,2769,62.3,31.5,43.744,3.46,0.0,0.0,1,0,0,1
6,1,10,0,0,3,2,5789,29.4,44.4,190.428,2.96,0.0,0.0,1,0,0,2
7,1,10,2,0,3,2,7055,19.7,55.9,340.821,1.66,0.0,0.0,20,1,0,2
8,1,10,2,0,3,2,6408,23.9,51.9,257.349,1.84,0.0,0.0,20,1,0,2
9,1,10,2,0,3,2,5254,40.4,47.5,126.908,4.76,0.0,0.0,20,1,0,2
10,1,10,1,0,3,2,4547,44.1,44.3,100.82,7.56,0.0,0.0,20,1,0,2
11,1,10,1,0,3,2,4784,39.7,45.8,117.543,10.7,0.0,0.0,20,1,0,2
12,1,10,0,1,3,2,5015,38.9,44.6,125.689,12.86,0.0,0.0,40,1,0,2
13,1,10,0,1,3,2,5057,40.7,45.5,121.271,13.16,0.0,0.0,1,0,0,2
14,1,10,1,1,3,2,5430,34.0,48.3,155.143,15.0,0.0,0.0,75,1,0,2
15,1,10,1,1,3,2,5813,29.4,47.5,191.217,16.0,0.0,0.0,75,1,0,2
16,1,10,2,1,3,2,6496,25.8,50.6,242.388,15.84,0.0,0.0,75,1,0,2
17,1,10,2,2,3,2,6429,26.4,55.2,234.635,15.71,0.0,0.0,75,1,0,2
18,1,10,2,2,3,2,5142,37.1,42.1,134.961,15.01,0.0,0.0,90,1,0,2
19,1,10,0,2,3,2,3311,55.5,37.6,58.602,14.13,0.0,0.0,68,2,1,1
20,1,10,0,2,3,2,2777,62.9,34.6,43.459,13.89,0.0,0.0,90,1,0,1
21,1,10,0,3,3,2,2331,62.3,29.4,36.825,13.75,0.0,0.0,90,1,0,0
22,1,10,0,3,3,2,1767,68.1,27.5,25.572,13.94,0.0,0.0,90,1,0,0
23,1,10,0,3,3,2,1093,76.9,24.8,14.031,13.94,0.0,0.0,90,1,0,0
0,2,10,0,3,3,2,554,83.8,23.2,6.533,13.74,0.0,0.0,75,1,0,0
1,2,10,0,3,3,2,333,87.6,22.4,3.758,13.78,0.0,0.0,75,1,0,0
2,2,10,0,3,3,2,267,91.8,21.3,2.877,13.78,0.0,0.0,90,1,0,0
3,2,10,0,3,3,2,358,89.0,22.2,3.978,13.92,0.0,0.0,90,1,0,0
4,2,10,0,3,3,2,777,81.8,25.2,9.384,13.41,0.0,0.0,75,1,0,0
5,2,10,0,0,3,2,2732,62.6,34.9,42.956,12.76,0.0,0.0,90,1,0,1
6,2,10,0,0,3,2,5637,30.6,51.3,178.386,12.14,0.0,0.0,90,1,0,2
7,2,10,2,0,3,2,5564,34.3,49.9,157.62,11.77,0.0,0.0,75,1,0,2
8,2,10,2,0,3,2,6274,26.4,51.4,228.978,12.2,0.0,0.0,75,1,0,2
9,2,10,2,0,3,2,5403,36.9,48.3,142.559,12.57,0.0,0.0,100,2,1,2
9,2,10,2,0,3,2,5403,33.5,47.9,156.609,12.57,0.0,0.0,100,2,1,2
10,2,10,1,0,3,2,4680,44.8,43.7,102.183,13.94,0.0,0.0,75,1,0,2
11,2,10,1,0,3,2,4642,48.2,41.5,94.35,15.16,0.0,0.0,75,1,0,2
12,2,10,0,1,3,2,4979,39.9,45.2,121.736,15.46,0.0,0.0,1,0,0,2
13,2,10,0,1,3,2,4851,42.7,40.1,111.007,17.17,0.0,0.0,1,0,0,2
14,2,10,1,1,3,2,4291,49.2,43.6,85.478,18.21,0.0,0.0,1,0,0,1
15,2,10,1,1,3,2,4714,41.7,44.3,110.398,18.86,0.0,0.0,1,0,0,2
16,2,10,2,1,3,2,6723,23.4,53.3,275.533,19.46,0.0,0.0,1,0,0,2
17,2,10,2,2,3,2,6180,28.2,50.1,211.644,19.5,0.0,0.0,1,0,0,2
18,2,10,2,2,3,2,4843,41.9,45.5,112.89,17.37,0.0,0.0,40,1,0,2
19,2,10,0,2,3,2,3435,53.3,40.9,63.26,15.2,0.0,0.0,40,1,0,1
20,2,10,0,2,3,2,2921,60.9,35.4,47.189,13.57,0.0,0.0,40,1,0,1
21,2,10,0,3,3,2,2763,63.9,37.6,42.573,12.34,0.0,0.0,40,1,0,1
22,2,10,0,3,3,2,1930,75.1,31.2,25.361,11.07,0.0,0.0,20,1,0,0
23,2,10,0,3,3,2,1160,81.3,24.2,14.095,10.65,0.0,0.0,20,1,0,0
0,3,10,0,3,3,2,654,89.9,24.2,7.195,10.57,0.0,0.0,20,1,0,0
1,3,10,0,3,3,2,374,84.0,22.7,4.4,9.65,0.0,0.0,40,1,0,0
2,3,10,0,3,3,2,301,89.6,19.9,3.322,9.17,0.0,0.0,99,4,1,0
3,3,10,0,3,3,2,397,86.6,21.2,4.532,9.23,0.0,0.0,99,4,1,0
4,3,10,0,3,3,2,794,88.6,23.1,8.862,9.61,0.0,0.0,90,1,0,0
5,3,10,0,0,3,2,2564,61.9,33.0,40.763,9.73,0.0,0.0,99,4,1,1
6,3,10,0,0,3,2,5358,33.9,46.2,153.524,11.03,0.0,0.0,75,1,0,2
7,3,10,2,0,3,2,6441,23.8,52.7,259.718,11.54,0.0,0.0,90,1,0,2
8,3,10,2,0,3,2,5536,28.3,48.5,188.942,11.85,0.0,0.0,90,1,0,2
9,3,10,2,0,3,2,5256,35.9,48.8,142.439,13.75,0.0,0.0,99,2,1,2
10,3,10,1,0,3,2,4619,41.5,44.2,108.682,15.2,0.0,0.0,90,1,0,2
11,3,10,1,0,3,2,5107,39.4,44.1,126.411,16.44,0.0,0.0,90,1,0,2
12,3,10,0,1,3,2,5147,39.6,50.0,126.773,15.12,0.0,0.0,99,2,1,2
13,3,10,0,1,3,2,5283,42.8,45.0,120.616,13.26,0.0,0.0,90,1,0,2
14,3,10,1,1,3,2,5704,35.8,47.7,155.0,12.81,0.0,0.0,90,1,0,2
15,3,10,1,1,3,2,5887,29.4,50.6,193.651,13.89,0.0,0.0,90,1,0,2
16,3,10,2,1,3,2,6307,24.2,57.3,250.278,14.03,0.0,0.0,90,1,0,2
17,3,10,2,2,3,2,5953,31.9,50.6,180.942,13.79,0.0,0.0,90,1,0,2
18,3,10,2,2,3,2,4519,40.8,41.3,108.11,12.86,0.0,0.0,90,1,0,2
19,3,10,0,2,3,2,3427,61.2,33.9,55.096,11.52,0.0,0.0,100,2,1,1
20,3,10,0,2,3,2,2921,64.3,31.2,44.732,10.29,0.0,0.0,100,2,1,1
21,3,10,0,3,3,2,2649,62.1,33.3,41.981,9.36,0.0,0.0,100,2,1,1
22,3,10,0,3,3,2,2005,64.8,31.1,30.471,8.75,0.0,0.0,90,1,0,0
23,3,10,0,3,3,2,1177,82.3,23.0,14.13,8.7,0.0,0.0,90,1,0,0
0,4,10,0,3,3,2,699,82.7,23.9,8.351,8.13,0.0,0.0,90,1,0,0
1,4,10,0,3,3,2,436,89.4,19.6,4.823,7.82,0.0,0.0,87,4,1,0
2,4,10,0,3,3,2,353,81.7,19.9,4.268,7.29,0.0,0.0,87,2,1,0
2,4,10,0,3,3,2,353,84.7,23.0,4.119,7.29,0.0,0.0,87,4,1,0
3,4,10,0,3,3,2,399,86.0,20.5,4.586,6.87,0.0,0.0,87,4,1,0
4,4,10,0,3,3,2,720,82.9,26.2,8.582,6.64,0.0,0.0,87,2,1,0
4,4,10,0,3,3,2,720,81.4,22.4,8.738,6.64,0.0,0.0,87,4,1,0
4,4,10,0,3,3,2,720,84.7,25.8,8.401,6.64,0.0,0.0,87,2,1,0
4,4,10,0,3,3,2,720,79.6,28.1,8.933,6.64,0.0,0.0,87,2,1,0
5,4,10,0,0,3,2,2370,65.9,30.4,35.426,6.59,0.0,0.0,87,4,1,0
5,4,10,0,0,3,2,2370,66.7,36.8,35.007,6.59,0.0,0.0,87,2,1,0
6,4,10,0,0,3,2,5162,39.9,45.8,126.21,6.5,0.0,0.0,87,2,1,2
6,4,10,0,0,3,2,5162,40.5,44.5,124.386,6.5,0.0,0.0,87,4,1,2
6,4,10,0,0,3,2,5162,35.0,45.2,143.389,6.5,0.0,0.0,87,2,1,2
7,4,10,2,0,3,2,5777,27.6,48.1,201.993,6.3,0.0,0.0,91,4,1,2
7,4,10,2,0,3,2,5777,36.1,51.7,155.714,6.3,0.0,0.0,91,2,1,2
8,4,10,2,0,3,2,5235,38.6,48.8,132.197,6.07,0.0,0.0,91,2,1,2
8,4,10,2,0,3,2,5235,35.4,48.8,143.819,6.07,0.0,0.0,91,4,1,2
8,4,10,2,0,3,2,5235,42.3,43.6,120.901,6.07,0.0,0.0,91,2,1,2
9,4,10,2,0,3,2,4606,44.3,43.4,101.678,6.2,0.0,0.0,91,2,1,2
9,4,10,2,0,3,2,4606,47.5,39.9,94.969,6.2,0.0,0.0,91,4,1,2
10,4,10,1,0,3,2,4328,46.9,43.7,90.355,6.77,0.0,0.0,91,4,1,1
11,4,10,1,0,3,2,4282,53.4,40.4,78.713,7.29,0.0,0.0,90,1,0,1
12,4,10,0,1,3,2,4489,50.4,43.5,87.335,7.85,0.0,0.0,90,1,0,1
13,4,10,0,1,3,2,4908,40.2,43.5,119.126,8.36,0.0,0.0,90,1,0,2
14,4,10,1,1,3,2,5620,36.7,44.6,149.072,8.78,0.0,0.0,92,4,1,2
15,4,10,1,1,3,2,5849,33.4,51.0,170.029,8.79,0.0,0.0,92,4,1,2
15,4,10,1,1,3,2,5849,35.6,51.2,159.809,8.79,0.0,0.0,92,2,1,2
16,4,10,2,1,3,2,4945,37.7,45.0,127.778,9.12,0.0,0.0,92,2,1,2
17,4,10,2,2,3,2,4619,45.9,38.9,98.486,9.26,0.0,0.0,92,2,1,2
18,4,10,2,2,3,2,4479,48.4,43.9,90.668,9.06,0.0,0.0,90,1,0,1
19,4,10,0,2,3,2,3804,46.7,37.5,79.748,8.54,0.0,0.0,75,1,0,1
20,4,10,0,2,3,2,2908,57.4,35.6,49.795,8.11,0.0,0.0,90,1,0,1
21,4,10,0,3,3,2,2942,54.5,33.7,53.009,7.51,0.0,0.0,92,4,1,1
22,4,10,0,3,3,2,3077,58.4,34.6,51.801,7.28,0.0,0.0,92,2,1,1
22,4,10,0,3,3,2,3077,61.4,36.4,49.311,7.28,0.0,0.0,92,2,1,1
23,4,10,0,3,3,2,2051,74.0,28.6,27.347,6.95,0.0,0.0,92,4,1,0
23,4,10,0,3,3,2,2051,69.7,29.9,29.01,6.95,0.0,0.0,92,2,1,0
23,4,10,0,3,3,2,2051,74.4,31.3,27.202,6.95,0.0,0.0,92,2,1,0
0,5,10,0,3,3,2,1270,73.2,30.7,17.116,6.91,0.0,0.0,92,2,1,0
0,5,10,0,3,3,2,1270,72.2,26.2,17.35,6.91,0.0,0.0,92,2,1,0
1,5,10,0,3,3,2,773,82.1,25.5,9.302,7.13,0.0,0.0,96,2,1,0
1,5,10,0,3,3,2,773,83.4,21.5,9.159,7.13,0.0,0.0,96,2,1,0
2,5,10,0,3,3,2,589,84.0,26.3,6.929,7.23,0.0,0.0,96,2,1,0
3,5,10,0,3,3,2,432,79.5,20.5,5.366,7.47,0.0,0.0,96,2,1,0
3,5,10,0,3,3,2,432,85.4,21.9,5.0,7.47,0.0,0.0,96,4,1,0
4,5,10,0,3,3,2,401,82.1,23.0,4.826,7.76,0.0,0.0,96,4,1,0
4,5,10,0,3,3,2,401,88.0,20.4,4.506,7.76,0.0,0.0,96,2,1,0
4,5,10,0,3,3,2,401,87.1,24.2,4.552,7.76,0.0,0.0,96,2,1,0
5,5,10,0,0,3,2,759,79.6,22.5,9.417,7.81,0.0,0.0,96,2,1,0
5,5,10,0,0,3,2,759,80.9,25.5,9.267,7.81,0.0,0.0,96,4,1,0
5,5,10,0,0,3,2,759,79.2,25.9,9.464,7.81,0.0,0.0,96,2,1,0
6,5,10,0,0,3,2,1313,76.7,27.7,16.898,7.98,0.0,0.0,96,2,1,0
6,5,10,0,0,3,2,1313,79.7,28.0,16.27,7.98,0.0,0.0,96,4,1,0
6,5,10,0,0,3,2,1313,73.9,31.6,17.53,7.98,0.0,0.0,96,2,1,0
7,5,10,2,0,3,2,1824,73.3,30.0,24.549,8.13,0.0,0.0,100,2,1,0
7,5,10,2,0,3,2,1824,70.2,29.3,25.618,8.13,0.0,0.0,100,4,1,0
7,5,10,2,0,3,2,1824,69.4,29.8,25.909,8.13,0.0,0.0,100,2,1,0
8,5,10,2,0,3,2,2787,61.8,36.5,44.379,8.04,0.0,0.0,100,2,1,1
8,5,10,2,0,3,2,2787,59.0,38.6,46.45,8.04,0.0,0.0,100,4,1,1
8,5,10,2,0,3,2,2787,60.5,33.6,45.317,8.04,0.0,0.0,100,2,1,1
9,5,10,2,0,3,2,3713,49.3,36.7,73.817,8.55,0.0,0.0,100,2,1,1
9,5,10,2,0,3,2,3713,58.8,40.9,62.09,8.55,0.0,0.0,100,2,1,1
9,5,10,2,0,3,2,3713,53.0,35.8,68.759,8.55,0.0,0.0,100,4,1,1
9,5,10,2,0,3,2,3713,50.8,39.1,71.68,8.55,0.0,0.0,100,2,1,1
10,5,10,1,0,3,2,3815,52.5,39.7,71.308,8.87,0.0,0.0,100,2,1,1
10,5,10,1,0,3,2,3815,51.5,38.9,72.667,8.87,0.0,0.0,100,2,1,1
10,5,10,1,0,3,2,3815,51.2,39.0,73.084,8.87,0.0,0.0,100,4,1,1
10,5,10,1,0,3,2,3815,53.7,35.8,69.744,8.87,0.0,0.0,100,2,1,1
11,5,10,1,0,3,2,4339,48.9,40.0,86.954,9.2,0.0,0.0,100,2,1,1
11,5,10,1,0,3,2,4339,45.0,43.6,94.326,9.2,0.0,0.0,100,4,1,1
11,5,10,1,0,3,2,4339,44.9,37.6,94.532,9.2,0.0,0.0,100,2,1,1
12,5,10,0,1,3,2,4613,43.0,42.9,104.841,9.56,0.0,0.0,100,2,1,2
12,5,10,0,1,3,2,4613,37.0,42.4,121.395,9.56,0.0,0.0,100,4,1,2
12,5,10,0,1,3,2,4613,39.3,39.1,114.467,9.56,0.0,0.0,100,2,1,2
12,5,10,0,1,3,2,4613,48.0,46.4,94.143,9.56,0.0,0.0,100,2,1,2
13,5,10,0,1,3,2,4507,49.9,40.5,88.546,10.16,0.0,0.0,48,2,1,2
14,5,10,1,1,3,2,4452,44.7,43.4,97.418,10.64,0.0,0.0,90,1,0,1
15,5,10,1,1,3,2,4636,45.4,42.2,99.914,11.05,0.0,0.0,75,1,0,2
16,5,10,2,1,3,2,4810,42.8,42.4,109.817,11.17,0.0,0.0,90,1,0,2
17,5,10,2,2,3,2,5125,48.0,45.2,104.592,10.98,0.0,0.0,75,1,0,2
18,5,10,2,2,3,2,4337,50.0,41.0,85.039,9.99,0.0,0.0,40,1,0,1
19,5,10,0,2,3,2,3644,53.2,37.8,67.232,8.25,0.0,0.0,40,1,0,1
20,5,10,0,2,3,2,3107,56.1,34.0,54.413,7.32,0.0,0.0,20,1,0,1
21,5,10,0,3,3,2,2929,55.9,32.6,51.476,6.37,0.0,0.0,20,1,0,1
22,5,10,0,3,3,2,2865,62.0,36.3,45.476,5.7,0.0,0.0,48,4,1,1
23,5,10,0,3,3,2,2340,64.3,31.7,35.835,4.97,0.0,0.0,48,4,1,0
0,6,10,0,3,3,2,1372,72.0,26.7,18.795,4.79,0.0,0.0,48,4,1,0
8,6,10,2,0,3,2,1928,68.8,27.9,27.622,2.78,0.0,0.0,60,4,1,0
8,6,10,2,0,3,2,1928,67.5,32.8,28.146,2.78,0.0,0.0,60,4,1,0
17,6,10,2,2,3,2,4695,48.1,43.3,95.621,10.94,0.0,0.0,75,1,0,2
18,6,10,2,2,3,2,4335,49.3,37.9,86.183,9.45,0.0,0.0,75,1,0,1
22,6,10,0,3,3,2,1583,74.1,28.5,21.079,8.57,0.0,0.0,90,1,0,0
23,6,10,0,3,3,2,959,84.8,23.3,11.177,8.11,0.0,0.0,90,1,0,0
0,0,10,0,3,3,2,498,85.3,24.3,5.771,8.14,0.0,0.0,75,1,0,0
1,0,10,0,3,3,2,306,84.4,23.6,3.583,7.86,0.0,0.0,75,1,0,0
2,0,10,0,3,3,2,259,92.0,23.1,2.785,7.42,0.0,0.0,40,1,0,0
3,0,10,0,3,3,2,324,88.4,20.7,3.624,7.39,0.0,0.0,75,1,0,0
4,0,10,0,3,3,2,806,78.8,23.8,10.1,6.22,0.0,0.0,8,4,1,0
5,0,10,0,0,3,2,2622,63.2,33.6,40.841,6.03,0.0,0.0,8,4,1,1
6,0,10,0,0,3,2,5456,32.8,49.1,161.42,5.9,0.0,0.0,8,4,1,2
10,0,10,1,0,3,2,4324,42.6,39.5,99.174,9.55,0.0,0.0,38,0,0,1
11,0,10,1,0,3,2,4378,49.0,42.1,87.56,13.02,0.0,0.0,40,1,0,1
12,0,10,0,1,3,2,4639,49.3,46.9,92.227,15.46,0.0,0.0,75,1,0,2
13,0,10,0,1,3,2,4546,40.3,41.7,110.073,17.44,0.0,0.0,20,1,0,2
14,0,10,1,1,3,2,5006,41.6,45.0,117.512,19.06,0.0,0.0,75,1,0,2
15,0,10,1,1,3,2,5361,34.4,52.0,151.441,20.41,0.0,0.0,75,1,0,2
16,0,10,2,1,3,2,6101,27.5,50.0,214.07,20.28,0.0,0.0,40,1,0,2
17,0,10,2,2,3,2,5781,30.4,45.8,184.108,20.25,0.0,0.0,40,1,0,2
18,0,10,2,2,3,2,4272,44.7,41.2,93.479,18.32,0.0,0.0,20,1,0,1
19,0,10,0,2,3,2,3091,59.2,38.8,51.346,16.02,0.0,0.0,20,1,0,1
20,0,10,0,2,3,2,2434,63.2,34.3,37.913,14.13,0.0,0.0,1,0,0,0
21,0,10,0,3,3,2,1984,71.0,28.0,27.556,12.95,0.0,0.0,1,0,0,0
22,0,10,0,3,3,2,1383,76.0,27.7,17.961,12.3,0.0,0.0,75,1,0,0
23,0,10,0,3,3,2,959,79.7,24.4,11.884,12.18,0.0,0.0,90,1,0,0
0,1,10,0,3,3,2,511,82.2,24.2,6.142,11.92,0.0,0.0,90,1,0,0
1,1,10,0,3,3,2,346,84.8,20.5,4.033,11.43,0.0,0.0,90,1,0,0
2,1,10,0,3,3,2,253,89.7,22.3,2.789,10.73,0.0,0.0,75,1,0,0
3,1,10,0,3,3,2,349,88.0,25.6,3.921,10.4,0.0,0.0,75,1,0,0
4,1,10,0,3,3,2,807,79.0,18.8,10.088,9.7,0.0,0.0,20,1,0,0
5,1,10,0,0,3,2,2669,63.6,34.5,41.316,9.27,0.0,0.0,20,1,0,1
6,1,10,0,0,3,2,5210,40.2,48.7,126.456,8.98,0.0,0.0,75,1,0,2
7,1,10,2,0,3,2,6083,24.2,47.3,241.389,8.7,0.0,0.0,40,1,0,2
8,1,10,2,0,3,2,5790,33.7,47.5,166.859,8.7,0.0,0.0,20,1,0,2
9,1,10,2,0,3,2,5484,33.2,46.6,160.351,9.92,0.0,0.0,75,1,0,2
10,1,10,1,0,3,2,4407,47.6,40.6,90.679,11.38,0.0,0.0,90,1,0,1
11,1,10,1,0,3,2,4725,40.5,42.0,113.855,12.45,0.0,0.0,75,1,0,2
12,1,10,0,1,3,2,4826,36.3,43.4,129.383,13.48,0.0,0.0,90,1,0,2
13,1,10,0,1,3,2,4945,35.7,46.4,134.741,13.6,0.0,0.0,99,2,1,2
14,1,10,1,1,3,2,5065,39.5,48.3,125.062,14.82,0.0,0.0,90,1,0,2
15,1,10,1,1,3,2,5618,34.6,50.7,157.809,15.39,0.0,0.0,99,2,1,2
16,1,10,2,1,3,2,6094,26.3,52.5,223.223,15.57,0.0,0.0,90,1,0,2
17,1,10,2,2,3,2,5844,33.5,52.9,169.391,15.38,0.0,0.0,90,1,0,2
18,1,10,2,2,3,2,4649,38.5,47.3,117.696,15.01,0.0,0.0,90,1,0,2
19,1,10,0,2,3,2,3180,58.0,36.2,53.898,14.44,0.0,0.0,90,1,0,1
20,1,10,0,2,3,2,2963,56.7,37.7,51.352,14.06,0.0,0.0,90,1,0,1
21,1,10,0,3,3,2,2450,63.5,33.1,37.984,13.14,0.0,0.0,90,1,0,0
22,1,10,0,3,3,2,1613,74.0,27.6,21.507,12.55,0.0,0.0,90,1,0,0
23,1,10,0,3,3,2,1021,77.2,25.0,13.056,12.46,0.0,0.0,90,1,0,0
0,2,10,0,3,3,2,580,83.0,24.9,6.905,12.22,0.0,0.0,99,2,1,0
0,2,10,0,3,3,2,580,87.2,25.8,6.576,12.22,0.0,0.0,99,4,1,0
1,2,10,0,3,3,2,298,85.3,22.7,3.453,12.36,0.0,0.0,90,1,0,0
2,2,10,0,3,3,2,261,89.9,20.5,2.871,12.45,0.0,0.0,100,4,1,0
3,2,10,0,3,3,2,408,82.5,21.1,4.886,12.84,0.0,0.0,100,4,1,0
3,2,10,0,3,3,2,408,87.5,18.3,4.61,12.84,0.0,0.0,100,4,1,0
4,2,10,0,3,3,2,793,86.4,24.7,9.073,12.79,0.0,0.0,100,4,1,0
4,2,10,0,3,3,2,793,74.7,24.6,10.476,12.79,0.0,0.0,100,2,1,0
5,2,10,0,0,3,2,2643,61.2,31.1,42.492,12.82,0.0,0.0,90,4,1,1
5,2,10,0,0,3,2,2643,65.3,34.2,39.864,12.82,0.0,0.0,90,2,1,1
5,2,10,0,0,3,2,2643,63.0,34.1,41.297,12.82,0.0,0.0,90,2,1,1
6,2,10,0,0,3,2,5593,35.2,45.0,154.503,12.58,0.0,0.0,90,4,1,2
6,2,10,0,0,3,2,5593,32.3,47.3,167.958,12.58,0.0,0.0,90,2,1,2
6,2,10,0,0,3,2,5593,34.3,50.8,158.442,12.58,0.0,0.0,90,2,1,2
6,2,10,0,0,3,2,5593,33.6,46.7,161.647,12.58,0.0,0.0,90,2,1,2
7,2,10,2,0,3,2,5722,36.3,48.6,153.405,12.35,0.0,0.0,90,2,1,2
7,2,10,2,0,3,2,5722,33.5,48.9,165.855,12.35,0.0,0.0,90,4,1,2
8,2,10,2,0,3,2,5607,34.9,48.0,156.184,12.4,0.0,0.0,90,2,1,2
8,2,10,2,0,3,2,5607,32.7,49.4,166.38,12.4,0.0,0.0,90,4,1,2
8,2,10,2,0,3,2,5607,32.5,49.9,167.373,12.4,0.0,0.0,90,2,1,2
8,2,10,2,0,3,2,5607,32.6,50.6,166.875,12.4,0.0,0.0,90,2,1,2
9,2,10,2,0,3,2,5492,36.3,46.8,147.239,12.78,0.0,0.0,90,2,1,2
9,2,10,2,0,3,2,5492,33.8,48.5,157.816,12.78,0.0,0.0,90,4,1,2
9,2,10,2,0,3,2,5492,35.9,49.1,148.835,12.78,0.0,0.0,90,2,1,2
10,2,10,1,0,3,2,4542,50.8,42.5,87.683,13.19,0.0,0.0,90,4,1,2
11,2,10,1,0,3,2,4720,45.4,42.2,101.724,13.67,0.0,0.0,90,4,1,2
11,2,10,1,0,3,2,4720,41.8,43.9,110.28,13.67,0.0,0.0,90,4,1,2
12,2,10,0,1,3,2,4982,43.8,43.7,111.205,15.21,0.0,0.0,90,4,1,2
12,2,10,0,1,3,2,4982,39.0,43.5,124.55,15.21,0.0,0.0,90,4,1,2
